iter	Logloss
311	0.02430851618
312	0.02424938838
313	0.02420179367
314	0.02409369787
315	0.02398061117
316	0.02388508956
317	0.02373925686
318	0.02370100021
319	0.02354227543
320	0.02345550219
321	0.02340530396
322	0.02336926619
323	0.02325324376
324	0.02314549446
325	0.02296216965
326	0.02292642593
327	0.02272758484
328	0.02264964104
329	0.02256407897
330	0.02241958936
331	0.02234131813
332	0.02229138215
333	0.02221069018
334	0.02200526079
335	0.02182329337
336	0.02175509135
337	0.02172002157
338	0.02162442525
339	0.02155029933
340	0.02146046321
341	0.02138416449
342	0.0213158226
343	0.02130925337
344	0.02118257682
345	0.02103781064
346	0.02084107081
347	0.02071718852
348	0.0206026427
349	0.02047253768
350	0.02038541953
351	0.0202527221
352	0.02021791776
353	0.020098629
354	0.02005027453
355	0.01994384925
356	0.01983709176
357	0.01974152247
358	0.01965358098
359	0.01964664936
360	0.01964165211
361	0.01946508567
362	0.01940087795
363	0.0193197298
364	0.01926090082
365	0.0191846021
366	0.01912288825
367	0.01905433814
368	0.01899354458
369	0.01888993263
370	0.01881383896
371	0.01874556224
372	0.01869388421
373	0.01862554232
374	0.01855478287
375	0.01837134043
376	0.01822140694
377	0.01818990707
378	0.01813212077
379	0.01798452695
380	0.0178549703
381	0.01771651586
382	0.01762648265
383	0.01758464495
384	0.01754470507
385	0.01743850708
386	0.01734109879
387	0.01730049133
388	0.01720012029
389	0.01719458739
390	0.01714181423
391	0.01708544731
392	0.01702070872
393	0.01696055571
394	0.01690738519
395	0.01683974584
396	0.01679903984
397	0.01670893351
398	0.01662049611
399	0.01661263784
400	0.01657148202
401	0.01652894338
402	0.01645494461
403	0.01644971212
404	0.01639658928
405	0.01635982513
406	0.01632122676
407	0.01620113691
408	0.01608101686
409	0.01607572079
410	0.01602900346
411	0.01595100721
412	0.01589594364
413	0.01586179097
414	0.01577468236
415	0.01572601636
416	0.0156194973
417	0.01550681273
418	0.01544230302
419	0.01539314747
420	0.01527840137
421	0.01521601677
422	0.01518403053
423	0.0151290528
424	0.01504642963
425	0.01501896699
426	0.01493529956
427	0.01488316854
428	0.01482763131
429	0.01477673531
430	0.01467497031
431	0.0146050787
432	0.01452043533
433	0.01450600942
434	0.01447701613
435	0.01442681472
436	0.0143758742
437	0.01433214188
438	0.01428372224
439	0.01422726949
440	0.01419077237
441	0.01417852243
442	0.01414509455
443	0.01411332607
444	0.01405817668
445	0.01402406851
446	0.01392962774
447	0.01386092345
448	0.01377886454
449	0.01375271956
450	0.01371087233
451	0.01367823601
452	0.01362832864
453	0.01361315409
454	0.0136006403
455	0.01357736588
456	0.01355559667
457	0.01350846926
458	0.01346816063
459	0.01344385465
460	0.0133866024
461	0.01334580104
462	0.01334234397
463	0.0133117342
464	0.01323104858
465	0.01319979509
466	0.01315880219
467	0.01313726266
468	0.01310897986
469	0.0130419143
470	0.01299440225
471	0.01294844309
472	0.01290935755
473	0.01289228439
474	0.01283552011
475	0.01278902451
476	0.01272552967
477	0.01267442942
478	0.01264267445
479	0.01261624972
480	0.01259779771
481	0.01255417983
482	0.01251589298
483	0.01249611855
484	0.01244804382
485	0.01242713054
486	0.01236631711
487	0.01235439539
488	0.01229506811
489	0.01221558571
490	0.01218686263
491	0.01211971839
492	0.01206412315
493	0.01205772559
494	0.01200331211
495	0.01196396112
496	0.01193529129
497	0.01188041846
498	0.01185416381
499	0.01184288025
500	0.01181612651
501	0.01176491419
502	0.01171870391
503	0.01170761585
504	0.01168385029
505	0.01166774114
506	0.01158715884
507	0.01157550335
508	0.0115722243
509	0.01150960525
510	0.01150358995
511	0.01149195989
512	0.01144543807
513	0.01140188853
514	0.01136351188
515	0.01130786101
516	0.01126541456
517	0.01119897683
518	0.01117106915
519	0.01115614891
520	0.01110862096
521	0.01107232094
522	0.01106303692
523	0.01103666226
524	0.01100258748
525	0.01098660787
526	0.0109243838
527	0.01092440605
528	0.01089238564
529	0.01087131818
530	0.01085189978
531	0.01077662627
532	0.01070071777
533	0.01066920042
534	0.0106608518
535	0.01063832919
536	0.01059734662
537	0.01058268944
538	0.01054195404
539	0.01051787456
540	0.01045729001
541	0.01045533498
542	0.01044768333
543	0.01040827592
544	0.01037735224
545	0.01033449014
546	0.01033450047
547	0.01031768163
548	0.01025812785
549	0.01023216963
550	0.01019388437
551	0.01017862797
552	0.01016978741
553	0.01015076319
554	0.01013960361
555	0.01013285001
556	0.0101213638
557	0.01011411905
558	0.01010204633
559	0.01008891582
560	0.01007522742
561	0.01006129583
562	0.01004406373
563	0.01004217386
564	0.01002383471
565	0.009982084433
566	0.009976768494
567	0.009961071809
568	0.009935913086
569	0.009927390416
570	0.00989033699
571	0.009852880637
572	0.009839199384
573	0.009836101532
574	0.009805425008
575	0.009803990523
576	0.009796032906
577	0.009772436619
578	0.009735078812
579	0.009734131495
580	0.009709347884
581	0.009674015045
582	0.00964981238
583	0.009647989273
584	0.009628674984
585	0.009625153542
586	0.009604169528
587	0.009569362799
588	0.009548454285
589	0.009541351
590	0.009530824025
591	0.009500447909
592	0.009478654861
593	0.009478665988
594	0.009462076823
595	0.009420677821
596	0.009390673637
597	0.009356280963
598	0.009310802619
599	0.009275215467
600	0.009273378849
601	0.009259060224
602	0.009259018898
603	0.009230728149
604	0.009197523594
605	0.00918349425
606	0.009183476766
607	0.009163807233
608	0.009161996047
609	0.009149597486
610	0.009140717189
611	0.009140694936
612	0.009130196571
613	0.009091796875
614	0.009088257949
615	0.00907623291
616	0.00905167977
617	0.009050029119
618	0.009034446081
619	0.009006756147
620	0.008975914319
621	0.008947600524
622	0.008901558717
623	0.008874619802
624	0.008838131428
625	0.008829401334
626	0.008829347293
627	0.008819225629
628	0.00878553311
629	0.008775746822
630	0.008775723775
631	0.008767629464
632	0.008755821387
633	0.008741877874
634	0.008732527097
635	0.008723783493
636	0.008702452977
637	0.008674457868
638	0.008662236532
639	0.008656423887
640	0.008617355029
641	0.008603773912
642	0.008582474391
643	0.008561799526
644	0.008557887077
645	0.008528753916
646	0.008481885592
647	0.00847824494
648	0.008447257678
649	0.00843178908
650	0.008418814341
651	0.008391164144
652	0.008382754326
653	0.008382730484
654	0.008342641195
655	0.008329188824
656	0.008317042987
657	0.008308873177
658	0.008283218543
659	0.00824763457
660	0.008230031331
661	0.008205253283
662	0.008203524748
663	0.008202478886
664	0.008185547193
665	0.008163552284
666	0.008133093516
667	0.00812489748
668	0.00812485218
669	0.008117348353
670	0.008107026418
671	0.008091882865
672	0.008068273862
673	0.008057308197
674	0.008041871389
675	0.00801164945
676	0.008011535009
677	0.00798693339
678	0.007969873746
679	0.007949790955
680	0.007939335505
681	0.007933146159
682	0.007920535405
683	0.007905404568
684	0.007904859384
685	0.007892128627
686	0.007891626358
687	0.007884866397
688	0.007866344452
689	0.007828027407
690	0.007826626301
691	0.007810091972
692	0.007806527615
693	0.007787676652
694	0.007764089902
695	0.007755710284
696	0.007729539871
697	0.007714775403
698	0.00771384875
699	0.007698284785
700	0.007643585205
701	0.007631862958
702	0.007618462245
703	0.007594110966
704	0.007583854993
705	0.007570254008
706	0.007553192774
707	0.007553114891
708	0.007520242532
709	0.007495772044
710	0.00748417298
711	0.007478301525
712	0.007453668912
713	0.00743730545
714	0.007436590989
715	0.007419514656
716	0.007419471741
717	0.007385379473
718	0.007367143631
719	0.007356720765
720	0.007336902618
721	0.007328939438
722	0.007312653859
723	0.007294863065
724	0.007281289101
725	0.007270189921
726	0.007262361844
727	0.007251859506
728	0.007251785596
729	0.007199080785
730	0.007196703752
731	0.0071885554
732	0.007182025115
733	0.007164324919
734	0.007145938873
735	0.007124727567
736	0.007124755383
737	0.007107625802
738	0.007082381248
739	0.00708230257
740	0.00706791083
741	0.007057214578
742	0.007032278379
743	0.00702229023
744	0.00701675415
745	0.007016746203
746	0.00699030002
747	0.006990125974
748	0.006990166505
749	0.006981983185
750	0.006961789131
751	0.00695091327
752	0.006950198809
753	0.006946066221
754	0.006926611265
755	0.006912032763
756	0.006909413338
757	0.006897710164
758	0.006885669231
759	0.006872997284
760	0.006865552266
761	0.006857529481
762	0.006826028824
763	0.006809833845
764	0.006791024208
765	0.006775516669
766	0.006769911448
767	0.006757833163
768	0.006752844652
769	0.006739475727
770	0.006727495193
771	0.006713848114
772	0.006713769436
773	0.006695957184
774	0.006680022875
775	0.006667962869
776	0.006647159259
777	0.006633768082
778	0.006612422864
779	0.006600678762
780	0.006588433584
781	0.006588017941
782	0.00657181104
783	0.006552515825
784	0.006542571386
785	0.006542565028
786	0.006520105998
787	0.006483970483
788	0.006472148895
789	0.006472133795
790	0.006460790634
791	0.006443105141
792	0.006425286134
793	0.006425260703
794	0.006398740212
795	0.006398735046
796	0.006376672586
797	0.00637102445
798	0.006343626579
799	0.006343597968
800	0.006338576476
801	0.006325579484
802	0.006302102009
803	0.006288583676
804	0.006288617849
805	0.006272723675
806	0.006239762306
807	0.006224555969
808	0.006215565602
809	0.006199252605
810	0.006196014086
811	0.006186382771
812	0.006173054377
813	0.006160126527
814	0.006147669951
815	0.006143077215
816	0.006143058936
817	0.00613436381
818	0.006129078468
819	0.006122526725
820	0.006112156709
821	0.006084117095
822	0.006083861192
823	0.006061872244
824	0.006049692631
825	0.006032455365
826	0.006026611328
827	0.006021157106
828	0.006013852755
829	0.006003503799
830	0.005989658833
831	0.005985521475
832	0.005980490843
833	0.005979892413
834	0.005969908635
835	0.005962700049
836	0.005959697167
837	0.00595154802
838	0.00593698899
839	0.00592553854
840	0.005908636649
841	0.005896511078
842	0.005896505515
843	0.00589516441
844	0.005894289811
845	0.005889843305
846	0.0058898139
847	0.00587675492
848	0.005871036053
849	0.005860596895
850	0.005849700769
851	0.00584275643
852	0.005829871098
853	0.005811670621
854	0.005802755753
855	0.005792988141
856	0.005781568686
857	0.005781578223
858	0.00577728351
859	0.005762155851
860	0.005756204128
861	0.005756190221
862	0.005744626522
863	0.005729236603
864	0.005729260445
865	0.00570050478
866	0.005694960753
867	0.005688203573
868	0.005688207547
869	0.005673399766
870	0.005658724308
871	0.005658604304
872	0.005647572676
873	0.005647594134
874	0.005637497902
875	0.005627719561
876	0.005614498456
877	0.005613818963
878	0.005608076255
879	0.005603808562
880	0.005603758097
881	0.005599902074
882	0.005586518844
883	0.005564877192
884	0.005554192861
885	0.005554154714
886	0.005554125309
887	0.005540396372
888	0.005535321236
889	0.005531225204
890	0.005522876978
891	0.005522824128
892	0.005522810618
893	0.00552286307
894	0.005510910352
895	0.005509483814
896	0.005505121946
897	0.005503877004
898	0.005486592452
899	0.005486619075
900	0.005477465789
901	0.005477480094
902	0.005475143592
903	0.005462940534
904	0.005462923447
905	0.005462968747
906	0.005455527703
907	0.005451037486
908	0.005440996488
909	0.005434815486
910	0.005434799989
911	0.005431876977
912	0.005427350998
913	0.005415970484
914	0.005408176184
915	0.005408060948
916	0.005408117374
917	0.005397703648
918	0.00539770484
919	0.005397562981
920	0.005392665863
921	0.005384437243
922	0.005378805002
923	0.005378851891
924	0.005375277599
925	0.005364693403
926	0.005356708368
927	0.00535670201
928	0.005337524414
929	0.005323278904
930	0.005323273341
931	0.005317676862
932	0.005317707459
933	0.005317706267
934	0.005317655404
935	0.005293325583
936	0.005291936
937	0.005278820594
938	0.005271796385
939	0.005254683495
940	0.005239610672
941	0.005231619279
942	0.005231643518
943	0.005228083531
944	0.005228047371
945	0.005218402545
946	0.005218393008
947	0.005202520291
948	0.005196500619
949	0.005196518501
950	0.005185363293
951	0.005185287793
952	0.005171936353
953	0.005155685345
954	0.005155698856
955	0.005137046973
956	0.005133345922
957	0.005133318901
958	0.005132228533
959	0.005132079919
960	0.005124220451
961	0.00512114048
962	0.005116091569
963	0.005110276937
964	0.005102059046
965	0.005102045536
966	0.005091298819
967	0.005091263056
968	0.005091252724
969	0.005083652337
970	0.005073284308
971	0.005073275566
972	0.005065833728
973	0.005052275658
974	0.005052278439
975	0.005052250226
976	0.005048776865
977	0.005048799515
978	0.005045021375
979	0.005039277871
980	0.005039278666
981	0.00502954483
982	0.005018458366
983	0.005018449624
984	0.005009727478
985	0.005006487767
986	0.005006490151
987	0.005000940959
988	0.004994426568
989	0.004994426568
990	0.004994413853
991	0.004994409879
992	0.004987490972
993	0.004976424376
994	0.004976210992
995	0.004976187547
996	0.004969507058
997	0.004957358042
998	0.004957404931
999	0.004949527582
